Date Collected,MLVA Type,MLVA Loci Size
7/07/2014,3-18-9-11-523,162-277-312-371-523
7/07/2014,3-24-12-10-523,162-313-330-365-523
7/07/2014,3-24-12-10-523,162-313-330-365-523
7/07/2014,3-24-13-1-523,162-313-336-311-523
8/07/2014,3-12-11-14-523,162-241-324-389-523
8/07/2014,3-16-9-11-523,162-265-312-371-523
8/07/2014,3-24-13-10-523,162-313-336-365-523
8/07/2014,3-9-9-12-370,162-223-312-377-370
8/07/2014,4-15-12-0-490,171-259-330-0-490
8/07/2014,6-16-11-0-490,189-265-324-0-490
9/07/2014,3-11-13-11-496,162-235-336-371-496
9/07/2014,3-24-12-10-523,162-313-330-365-523
9/07/2014,3-24-12-10-523,162-313-330-365-523
9/07/2014,3-9-7-12-523,162-223-300-377-523
10/07/2014,3-11-11-14-523,162-235-324-389-523
10/07/2014,3-11-12-9-523,162-235-330-359-523
10/07/2014,3-12-11-14-523,162-241-324-389-523
10/07/2014,3-17-9-11-523,162-271-312-371-523
10/07/2014,3-24-12-10-523,162-313-330-365-523
11/07/2014,3-20-18-0-463,162-289-366-0-463
11/07/2014,3-24-19-15-523,162-313-372-395-523
11/07/2014,3-9-8-12-523,162-223-306-377-523
11/07/2014,4-12-10-0-490,171-241-318-0-490
11/07/2014,4-13-13-0-490,171-247-336-0-490
12/07/2014,3-10-15-11-496,162-229-348-371-496
12/07/2014,3-13-20-10-523,162-247-378-365-523
12/07/2014,3-24-13-10-523,162-313-336-365-523
13/07/2014,3-10-6-13-523,162-229-294-383-523
13/07/2014,3-24-13-10-523,162-313-336-365-523
13/07/2014,3-9-9-12-523,162-223-312-377-523
14/07/2014,3-19-12-11-523,162-283-330-371-523
15/07/2014,3-10-14-10-496,162-229-342-365-496
15/07/2014,3-12-12-14-523,162-241-330-389-523
15/07/2014,3-12-12-14-523,162-241-330-389-523
15/07/2014,3-12-12-14-523,162-241-330-389-523
16/07/2014,3-10-15-11-496,162-229-348-371-496
16/07/2014,3-10-15-11-496,162-229-348-371-496
16/07/2014,3-10-8-12-523,162-229-306-377-523
16/07/2014,3-12-12-14-523,162-241-330-389-523
16/07/2014,3-12-12-9-523,162-241-330-359-523
16/07/2014,3-12-12-9-523,162-241-330-359-523
16/07/2014,3-14-0-0-517,162-253-0-0-517
16/07/2014,3-17-9-11-523,162-271-312-371-523
16/07/2014,3-24-12-10-523,162-313-330-365-523
16/07/2014,4-13-10-0-490,171-247-318-0-490
16/07/2014,5-15-16-11-490,180-259-354-371-490
17/07/2014,3-12-11-14-523,162-241-324-389-523
17/07/2014,3-12-12-14-523,162-241-330-389-523
17/07/2014,3-12-12-14-523,162-241-330-389-523
17/07/2014,3-12-7-11-523,162-241-300-371-523
17/07/2014,3-16-9-11-523,162-265-312-371-523
17/07/2014,3-24-16-14-523,162-313-354-389-523
18/07/2014,3-12-11-14-523,162-241-324-389-523
18/07/2014,3-12-12-14-523,162-241-330-389-523
18/07/2014,3-12-12-14-523,162-241-330-389-523
18/07/2014,3-15-0-0-517,162-259-0-0-517
18/07/2014,3-17-9-11-523,162-271-312-371-523
18/07/2014,3-18-9-11-523,162-277-312-371-523
18/07/2014,3-24-12-10-523,162-313-330-365-523
18/07/2014,3-9-13-11-496,162-223-336-371-496
19/07/2014,3-17-9-11-523,162-271-312-371-523
19/07/2014,3-17-9-11-523,162-271-312-371-523
19/07/2014,3-24-12-10-523,162-313-330-365-523
21/07/2014,3-12-11-12-523,162-241-324-377-523
21/07/2014,3-12-12-14-523,162-241-330-389-523
21/07/2014,3-14-0-0-517,162-253-0-0-517
21/07/2014,3-17-9-11-523,162-271-312-371-523
21/07/2014,3-24-13-10-523,162-313-336-365-523
21/07/2014,3-24-13-10-523,162-313-336-365-523
21/07/2014,3-24-16-14-523,162-313-354-389-523
22/07/2014,3-10-6-13-523,162-229-294-383-523
22/07/2014,3-10-8-12-523,162-229-306-377-523
22/07/2014,3-24-12-10-523,162-313-330-365-523
23/07/2014,3-16-0-0-226,162-265-0-0-226
23/07/2014,3-17-9-11-523,162-271-312-371-523
23/07/2014,3-17-9-11-523,162-271-312-371-523
23/07/2014,3-17-9-11-523,162-271-312-371-523
23/07/2014,3-24-16-14-523,162-313-354-389-523
24/07/2014,3-12-12-9-523,162-241-330-359-523
24/07/2014,3-13-11-9-523,162-247-324-359-523
24/07/2014,3-17-9-11-523,162-271-312-371-523
24/07/2014,4--10-2-490,171-0-318-317-490
24/07/2014,4-14-13-0-490,171-253-336-0-490
24/07/2014,4-16-11-0-517,171-265-324-0-517
24/07/2014,4-17-10-0-517,171-271-318-0-517
25/07/2014,3-17-9-11-523,162-271-312-371-523
25/07/2014,3-9-10-12-523,162-223-318-377-523
26/07/2014,5-21-13-9-490,180-295-336-359-490
27/07/2014,3-7-6-9-523,162-211-294-359-523
28/07/2014,3-11-10-9-496,162-235-318-359-496
28/07/2014,3-12-11-8-523,162-241-324-353-523
28/07/2014,3-24-12-10-523,162-313-330-365-523
28/07/2014,4-12-6-0-463,171-241-294-0-463
29/07/2014,3-10-8-12-523,162-229-306-377-523
29/07/2014,3-12-12-9-523,162-241-330-359-523
29/07/2014,3-17-9-11-523,162-271-312-371-523
30/07/2014,3-12-12-9-523,162-241-330-359-523
30/07/2014,3-14-0-0-517,162-253-0-0-517
30/07/2014,3-24-12-10-523,162-313-330-365-523
30/07/2014,4-14-9-0-490,171-253-312-0-490
31/07/2014,3-10-8-12-523,162-229-306-377-523
31/07/2014,3-9-8-12-523,162-223-306-377-523
31/07/2014,3-9-8-12-523,162-223-306-377-523
1/08/2014,3-10-7-12-523,162-229-300-377-523
1/08/2014,3-10-8-12-523,162-229-306-377-523
1/08/2014,3-12-13-9-523,162-241-336-359-523
1/08/2014,3-24-12-10-523,162-313-330-365-523
1/08/2014,3-9-7-13-523,162-223-300-383-523
2/08/2014,3-24-12-10-523,162-313-330-365-523
3/08/2014,3-13-10-11-523,162-247-318-371-523
3/08/2014,3-15-0-0-517,162-259-0-0-517
3/08/2014,3-9-8-12-523,162-223-306-377-523
4/08/2014,3-12-12-9-523,162-241-330-359-523
4/08/2014,3-17-10-10-523,162-271-318-365-523
4/08/2014,3-17-9-11-523,162-271-312-371-523
4/08/2014,3-18-9-11-523,162-277-312-371-523
4/08/2014,3-22-16-11-523,162-301-354-371-523
4/08/2014,3-9-8-12-523,162-223-306-377-523
4/08/2014,4-15-16-10-517,171-259-354-365-517
4/08/2014,5-12-10-9-490,180-241-318-359-490
5/08/2014,3-24-12-10-523,162-313-330-365-523
5/08/2014,3-9-7-13-523,162-223-300-383-523
5/08/2014,4-13-12-0-490,171-247-330-0-490
5/08/2014,4-15-16-10-517,171-259-354-365-517
6/08/2014,3-11-12-9-523,162-235-330-359-523
6/08/2014,3-12-9-13-523,162-241-312-383-523
6/08/2014,3-13-10-9-523,162-247-318-359-523
6/08/2014,3-21-16-12-523,162-295-354-377-523
6/08/2014,3-26-11-12-523,162-325-324-377-523
6/08/2014,3-26-11-12-523,162-325-324-377-523
7/08/2014,3-12-12-9-523,162-241-330-359-523
7/08/2014,3-12-12-9-523,162-241-330-359-523
7/08/2014,3-13-15-12-523,162-247-348-377-523
7/08/2014,3-17-9-11-523,162-271-312-371-523
7/08/2014,3-9-8-12-523,162-223-306-377-523
8/08/2014,3-17-9-11-523,162-271-312-371-523
8/08/2014,3-9-4-12-523,162-223-282-377-523
8/08/2014,3-9-8-11-523,162-223-306-371-523
8/08/2014,3-9-8-12-523,162-223-306-377-523
8/08/2014,3-9-8-12-523,162-223-306-377-523
8/08/2014,3-9-8-13-523,162-223-306-383-523
8/08/2014,4-13-10-0-490,171-247-318-0-490
9/08/2014,3-18-9-11-523,162-277-312-371-523
9/08/2014,3-25-16-12-523,162-319-354-377-523
10/08/2014,3-17-9-11-523,162-271-312-371-523
10/08/2014,3-18-9-11-523,162-277-312-371-523
11/08/2014,3-15-12-10-523,162-259-330-365-523
11/08/2014,3-17-9-11-523,162-271-312-371-523
12/08/2014,3-13-11-9-523,162-247-324-359-523
12/08/2014,3-24-12-10-523,162-313-330-365-523
12/08/2014,3-25-16-10-523,162-319-354-365-523
13/08/2014,3-10-8-12-523,162-229-306-377-523
13/08/2014,4-13-10-0-490,171-247-318-0-490
14/08/2014,3-11-10-14-523,162-235-318-389-523
14/08/2014,3-11-10-14-523,162-235-318-389-523
14/08/2014,3-9-7-12-523,162-223-300-377-523
15/08/2014,3-12-12-9-523,162-241-330-359-523
16/08/2014,3-12-12-9-523,162-241-330-359-523
16/08/2014,3-21-10-11-523,162-295-318-371-523
16/08/2014,3-24-12-10-523,162-313-330-365-523
18/08/2014,3-16-7-11-523,162-265-300-371-523
18/08/2014,3-8-10-14-523,162-217-318-389-523
19/08/2014,3-11-10-14-523,162-235-318-389-523
19/08/2014,3-11-10-14-523,162-235-318-389-523
19/08/2014,3-11-15-10-523,162-235-348-365-523
19/08/2014,3-12-12-9-523,162-241-330-359-523
19/08/2014,3-13-9-13-523,162-247-312-383-523
19/08/2014,3-25-13-10-523,162-319-336-365-523
19/08/2014,3-25-16-12-523,162-319-354-377-523
20/08/2014,3-16-10-11-523,162-265-318-371-523
20/08/2014,3-16-10-11-523,162-265-318-371-523
21/08/2014,3-11-10-14-523,162-235-318-389-523
21/08/2014,3-12-11-14-523,162-241-324-389-523
21/08/2014,3-13-12-9-523,162-247-330-359-523
21/08/2014,3-16-10-11-523,162-265-318-371-523
21/08/2014,3-16-10-11-523,162-265-318-371-523
21/08/2014,3-16-10-11-523,162-265-318-371-523
21/08/2014,3-16-10-11-523,162-265-318-371-523
22/08/2014,3-16-10-11-523,162-265-318-371-523
22/08/2014,3-16-10-11-523,162-265-318-371-523
22/08/2014,3-24-13-10-523,162-313-336-365-523
22/08/2014,3-9-8-12-523,162-223-306-377-523
23/08/2014,3-10-7-12-523,162-229-300-377-523
23/08/2014,3-11-10-14-523,162-235-318-389-523
23/08/2014,3-11-10-14-523,162-235-318-389-523
23/08/2014,3-11-10-14-523,162-235-318-389-523
24/08/2014,3-12-12-9-523,162-241-330-359-523
24/08/2014,3-16-10-11-523,162-265-318-371-523
24/08/2014,3-16-10-11-523,162-265-318-371-523
25/08/2014,3-11-10-14-523,162-235-318-389-523
25/08/2014,3-16-10-11-523,162-265-318-371-523
25/08/2014,3-16-9-12-523,162-265-312-377-523
25/08/2014,3-17-8-11-523,162-271-306-371-523
25/08/2014,3-24-12-10-523,162-313-330-365-523
25/08/2014,3-25-19-12-523,162-319-372-377-523
25/08/2014,3-9-8-12-523,162-223-306-377-523
26/08/2014,3-10-9-9-523,162-229-312-359-523
26/08/2014,3-11-10-11-523,162-235-318-371-523
26/08/2014,3-12-11-14-523,162-241-324-389-523
26/08/2014,3-17-9-11-523,162-271-312-371-523
26/08/2014,3-9-8-11-523,162-223-306-371-523
27/08/2014,3-10-7-12-523,162-229-300-377-523
27/08/2014,3-11-10-14-523,162-235-318-389-523
27/08/2014,3-12-12-9-523,162-241-330-359-523
27/08/2014,3-17-10-11-523,162-271-318-371-523
27/08/2014,3-17-9-11-523,162-271-312-371-523
27/08/2014,3-17-9-11-523,162-271-312-371-523
27/08/2014,3-24-13-10-523,162-313-336-365-523
28/08/2014,3-11-10-14-523,162-235-318-389-523
28/08/2014,3-12-11-14-523,162-241-324-389-523
28/08/2014,3-12-12-9-523,162-241-330-359-523
28/08/2014,3-12-13-9-523,162-241-336-359-523
28/08/2014,3-16-10-11-523,162-265-318-371-523
28/08/2014,3-16-10-12-523,162-265-318-377-523
29/08/2014,3-16-10-11-523,162-265-318-371-523
29/08/2014,3-17-10-11-523,162-271-318-371-523
29/08/2014,3-9-8-12-523,162-223-306-377-523
30/08/2014,3-11-10-11-523,162-235-318-371-523
30/08/2014,3-12-12-9-523,162-241-330-359-523
1/09/2014,3-10-7-13-523,162-229-300-383-523
1/09/2014,3-10-8-9-523,162-229-306-359-523
1/09/2014,3-11-10-14-523,162-235-318-389-523
1/09/2014,3-12-12-9-523,162-241-330-359-523
1/09/2014,3-17-9-11-523,162-271-312-371-523
1/09/2014,3-17-9-12-523,162-271-312-377-523
1/09/2014,3-26-13-8-523,162-325-336-353-523
1/09/2014,3-26-13-8-523,162-325-336-353-523
2/09/2014,3-10-8-9-523,162-229-306-359-523
2/09/2014,3-11-10-14-523,162-235-318-389-523
2/09/2014,3-12-12-9-523,162-241-330-359-523
2/09/2014,3-17-10-11-523,162-271-318-371-523
2/09/2014,3-17-9-11-523,162-271-312-371-523
2/09/2014,3-25-13-10-523,162-319-336-365-523
2/09/2014,3-25-13-10-523,162-319-336-365-523
2/09/2014,3-26-13-8-523,162-325-336-353-523
2/09/2014,3-26-13-8-523,162-325-336-353-523
3/09/2014,3-12-11-14-523,162-241-324-389-523
3/09/2014,3-26-13-8-523,162-325-336-353-523
3/09/2014,3-26-13-8-523,162-325-336-353-523
3/09/2014,4-15-10-0-490,171-259-318-0-490
4/09/2014,3-10-7-13-523,162-229-300-383-523
4/09/2014,3-25-13-10-523,162-319-336-365-523
4/09/2014,3-25-13-10-523,162-319-336-365-523
4/09/2014,3-26-13-8-511,162-325-336-353-511
4/09/2014,3-26-13-8-523,162-325-336-353-523
4/09/2014,3-26-13-8-523,162-325-336-353-523
4/09/2014,3-26-13-8-523,162-325-336-353-523
5/09/2014,3-10-13-11-496,162-229-336-371-496
5/09/2014,3-10-14-11-496,162-229-342-371-496
5/09/2014,3-10-14-11-496,162-229-342-371-496
5/09/2014,3-12-12-9-523,162-241-330-359-523
5/09/2014,3-25-13-10-523,162-319-336-365-523
5/09/2014,3-25-13-10-523,162-319-336-365-523
5/09/2014,3-26-13-8-523,162-325-336-353-523
5/09/2014,3-26-13-8-523,162-325-336-353-523
6/09/2014,3-10-13-11-496,162-229-336-371-496
6/09/2014,3-11-10-14-523,162-235-318-389-523
6/09/2014,3-12-17-9-523,162-241-360-359-523
6/09/2014,3-25-13-10-523,162-319-336-365-523
6/09/2014,3-29-13-10-523,162-343-336-365-523
6/09/2014,5-15-10-0-517,180-259-318-0-517
7/09/2014,3-25-13-10-523,162-319-336-365-523
7/09/2014,3-26-13-8-523,162-325-336-353-523
8/09/2014,3-25-13-10-523,162-319-336-365-523
8/09/2014,3-9-9-12-523,162-223-312-377-523
9/09/2014,3-12-11-15-523,162-241-324-395-523
9/09/2014,3-17-9-10-523,162-271-312-365-523
9/09/2014,3-24-12-10-523,162-313-330-365-523
9/09/2014,3-25-13-10-523,162-319-336-365-523
9/09/2014,3-25-13-10-523,162-319-336-365-523
9/09/2014,3-26-13-8-523,162-325-336-353-523
10/09/2014,3-17-10-11-523,162-271-318-371-523
11/09/2014,3-15-0-0-517,162-259-0-0-517
11/09/2014,4-12-6-0-463,171-241-294-0-463
12/09/2014,3-11-10-14-523,162-235-318-389-523
12/09/2014,3-17-10-11-523,162-271-318-371-523
13/09/2014,3-9-8-13-523,162-223-306-383-523
13/09/2014,5-13-11-9-490,180-247-324-359-490
14/09/2014,3-17-9-11-523,162-271-312-371-523
15/09/2014,3-6-8-9-523,162-205-306-359-523
16/09/2014,3-12-12-9-523,162-241-330-359-523
16/09/2014,3-17-9-10-523,162-271-312-365-523
16/09/2014,3-21-16-12-523,162-295-354-377-523
16/09/2014,3-24-13-10-523,162-313-336-365-523
17/09/2014,3-16-11-10-523,162-265-324-365-523
17/09/2014,3-25-13-10-523,162-319-336-365-523
17/09/2014,3-30-17-10-523,162-349-360-365-523
17/09/2014,5-15-14-11-490,180-259-342-371-490
18/09/2014,3-10-7-12-523,162-229-300-377-523
19/09/2014,3-10-7-12-523,162-229-300-377-523
19/09/2014,3-12-11-15-523,162-241-324-395-523
19/09/2014,3-16-10-11-523,162-265-318-371-523
19/09/2014,3-16-10-11-523,162-265-318-371-523
19/09/2014,3-16-9-11-523,162-265-312-371-523
19/09/2014,3-16-9-11-523,162-265-312-371-523
19/09/2014,3-9-9-12-523,162-223-312-377-523
20/09/2014,3-13-12-9-523,162-247-330-359-523
20/09/2014,3-20-12-10-523,162-289-330-365-523
20/09/2014,3-26-13-8-523,162-325-336-353-523
20/09/2014,3-9-6-12-523,162-223-294-377-523
20/09/2014,3-9-7-13-523,162-223-300-383-523
21/09/2014,4-16-12-0-517,171-265-330-0-517
22/09/2014,3-10-7-12-523,162-229-300-377-523
22/09/2014,3-12-11-14-523,162-241-324-389-523
22/09/2014,3-17-9-11-523,162-271-312-371-523
22/09/2014,3-9-7-11-523,162-223-300-371-523
22/09/2014,3-9-7-11-523,162-223-300-371-523
22/09/2014,4-12-6-0-463,171-241-294-0-463
23/09/2014,3-12-11-14-523,162-241-324-389-523
23/09/2014,3-12-11-14-523,162-241-324-389-523
23/09/2014,3-12-13-9-523,162-241-336-359-523
23/09/2014,3-9-7-12-523,162-223-300-377-523
23/09/2014,4-16-10-0-490,171-265-318-0-490
24/09/2014,3-11-13-10-496,162-235-336-365-496
24/09/2014,3-12-10-15-523,162-241-318-395-523
24/09/2014,3-12-11-14-523,162-241-324-389-523
24/09/2014,3-12-11-14-523,162-241-324-389-523
24/09/2014,3-12-11-14-523,162-241-324-389-523
24/09/2014,3-12-11-14-523,162-241-324-389-523
24/09/2014,3-12-11-14-523,162-241-324-389-523
24/09/2014,3-17-9-11-523,162-271-312-371-523
24/09/2014,3-17-9-11-523,162-271-312-371-523
24/09/2014,3-18-9-12-523,162-277-312-377-523
24/09/2014,3-9-9-11-523,162-223-312-371-523
24/09/2014,3-9-9-12-523,162-223-312-377-523
24/09/2014,3-9-9-12-523,162-223-312-377-523
25/09/2014,3-12-11-14-523,162-241-324-389-523
25/09/2014,3-12-11-14-523,162-241-324-389-523
25/09/2014,3-12-11-14-523,162-241-324-389-523
25/09/2014,3-16-9-11-523,162-265-312-371-523
26/09/2014,3-12-10-15-523,162-241-318-395-523
26/09/2014,3-12-13-9-523,162-241-336-359-523
26/09/2014,3-15-9-11-523,162-259-312-371-523
26/09/2014,3-9-9-12-523,162-223-312-377-523
26/09/2014,6-11-14-15-490,189-235-342-395-490
27/09/2014,3-12-11-14-523,162-241-324-389-523
27/09/2014,3-12-11-14-523,162-241-324-389-523
28/09/2014,3-16-9-11-523,162-265-312-371-523
29/09/2014,3-12-11-14-523,162-241-324-389-523
29/09/2014,3-12-11-14-523,162-241-324-389-523
29/09/2014,3-12-20-12-523,162-241-378-377-523
29/09/2014,3-15-12-10-523,162-259-330-365-523
29/09/2014,3-9-7-12-523,162-223-300-377-523
30/09/2014,3-12-12-9-523,162-241-330-359-523
30/09/2014,3-20-14-12-523,162-289-342-377-523
1/10/2014,3-13-13-14-523,162-247-336-389-523
1/10/2014,3-17-9-11-523,162-271-312-371-523
1/10/2014,3-9-7-12-523,162-223-300-377-523
1/10/2014,4-17-13-0-490,171-271-336-0-490
2/10/2014,3-12-11-15-523,162-241-324-395-523
2/10/2014,3-13-13-14-523,162-247-336-389-523
2/10/2014,4-16-11-0-517,171-265-324-0-517
2/10/2014,5-12-10-9-490,180-241-318-359-490
2/10/2014,5-14-14-11-490,180-253-342-371-490
3/10/2014,3-10-15-13-496,162-229-348-383-496
3/10/2014,3-12-11-14-523,162-241-324-389-523
3/10/2014,3-12-11-14-523,162-241-324-389-523
3/10/2014,3-24-13-10-523,162-313-336-365-523
3/10/2014,3-9-7-12-523,162-223-300-377-523
3/10/2014,3-9-7-12-523,162-223-300-377-523
3/10/2014,3-9-7-12-523,162-223-300-377-523
3/10/2014,4-12-6-0-463,171-241-294-0-463
3/10/2014,4-16-11-0-490,171-265-324-0-490
4/10/2014,4-14-11-0-490,171-253-324-0-490
6/10/2014,3-12-11-15-523,162-241-324-395-523
6/10/2014,3-12-12-9-523,162-241-330-359-523
6/10/2014,3-12-12-9-523,162-241-330-359-523
7/10/2014,3-12-12-9-523,162-241-330-359-523
7/10/2014,3-12-12-9-523,162-241-330-359-523
7/10/2014,3-12-12-9-523,162-241-330-359-523
7/10/2014,3-12-12-9-523,162-241-330-359-523
7/10/2014,4-13-9-0-517,171-247-312-0-517
7/10/2014,5-14-10-0-490,180-253-318-0-490
8/10/2014,3-10-8-9-523,162-229-306-359-523
8/10/2014,3-11-12-9-523,162-235-330-359-523
8/10/2014,3-12-12-9-523,162-241-330-359-523
8/10/2014,3-12-12-9-523,162-241-330-359-523
8/10/2014,3-12-12-9-523,162-241-330-359-523
8/10/2014,3-18-9-11-523,162-277-312-371-523
8/10/2014,3-18-9-11-523,162-277-312-371-523
8/10/2014,3-9-8-12-523,162-223-306-377-523
8/10/2014,4-13-13-0-490,171-247-336-0-490
8/10/2014,4-14-9-0-517,171-253-312-0-517
8/10/2014,5-14-11-12-490,180-253-324-377-490
8/10/2014,5-14-11-12-490,180-253-324-377-490
8/10/2014,5-18-17-11-490,180-277-360-371-490
9/10/2014,3-12-12-10-523,162-241-330-365-523
9/10/2014,3-12-12-9-523,162-241-330-359-523
9/10/2014,3-12-12-9-523,162-241-330-359-523
9/10/2014,3-12-12-9-523,162-241-330-359-523
9/10/2014,3-24-13-10-523,162-313-336-365-523
9/10/2014,3-9-7-12-523,162-223-300-377-523
9/10/2014,4-15-10-0-490,171-259-318-0-490
9/10/2014,6-16-7-13-490,189-265-300-383-490
10/10/2014,3-12-12-9-523,162-241-330-359-523
10/10/2014,3-9-7-12-523,162-223-300-377-523
10/10/2014,4-23-0-0-463,171-307-0-0-463
11/10/2014,3-11-10-9-496,162-235-318-359-496
11/10/2014,3-17-9-11-523,162-271-312-371-523
11/10/2014,3-17-9-11-523,162-271-312-371-523
11/10/2014,3-9-7-12-523,162-223-300-377-523
12/10/2014,3-12-11-14-523,162-241-324-389-523
13/10/2014,3-12-11-15-523,162-241-324-395-523
13/10/2014,3-12-11-15-523,162-241-324-395-523
13/10/2014,3-12-12-9-523,162-241-330-359-523
13/10/2014,3-12-12-9-523,162-241-330-359-523
13/10/2014,3-24-13-10-523,162-313-336-365-523
13/10/2014,3-24-13-10-523,162-313-336-365-523
13/10/2014,3-24-13-10-523,162-313-336-365-523
13/10/2014,3-24-13-10-523,162-313-336-365-523
13/10/2014,4-15-11-0-490,171-259-324-0-490
13/10/2014,5-14-9-9-490,180-253-312-359-490
14/10/2014,3-12-11-15-523,162-241-324-395-523
14/10/2014,3-12-11-15-523,162-241-324-395-523
14/10/2014,3-24-13-10-523,162-313-336-365-523
14/10/2014,6-16-11-0-490,189-265-324-0-490
15/10/2014,3-12-12-9-523,162-241-330-359-523
15/10/2014,3-12-13-9-523,162-241-336-359-523
15/10/2014,3-15-10-11-523,162-259-318-371-523
15/10/2014,3-16-10-11-523,162-265-318-371-523
15/10/2014,3-20-14-12-523,162-289-342-377-523
15/10/2014,3-9-9-12-523,162-223-312-377-523
15/10/2014,6-16-11-0-490,189-265-324-0-490
16/10/2014,3-10-14-10-496,162-229-342-365-496
16/10/2014,3-12-11-14-523,162-241-324-389-523
16/10/2014,3-12-12-9-523,162-241-330-359-523
16/10/2014,3-14-10-6-523,162-253-318-341-523
16/10/2014,3-17-9-11-523,162-271-312-371-523
16/10/2014,3-24-13-10-523,162-313-336-365-523
16/10/2014,3-9-8-12-523,162-223-306-377-523
16/10/2014,4-15-10-0-490,171-259-318-0-490
17/10/2014,3-12-12-9-523,162-241-330-359-523
17/10/2014,3-12-12-9-523,162-241-330-359-523
17/10/2014,3-12-12-9-523,162-241-330-359-523
17/10/2014,3-13-10-11-523,162-247-318-371-523
17/10/2014,3-15-12-11-523,162-259-330-371-523
17/10/2014,3-25-13-10-523,162-319-336-365-523
18/10/2014,3-9-7-12-523,162-223-300-377-523
18/10/2014,3-9-8-12-523,162-223-306-377-523
19/10/2014,3-12-11-14-523,162-241-324-389-523
19/10/2014,3-12-11-15-523,162-241-324-395-523
19/10/2014,6-12-14-9-490,189-241-342-359-490
20/10/2014,3-13-9-11-523,162-247-312-371-523
20/10/2014,3-17-9-11-523,162-271-312-371-523
20/10/2014,3-24-13-10-523,162-313-336-365-523
21/10/2014,3-11-5-0-523,162-235-288-0-523
21/10/2014,3-12-11-14-523,162-241-324-389-523
21/10/2014,3-12-11-14-523,162-241-324-389-523
21/10/2014,3-24-13-10-523,162-313-336-365-523
21/10/2014,3-25-13-10-523,162-319-336-365-523
21/10/2014,4-14-9-0-517,171-253-312-0-517
21/10/2014,5-15-7-12-463,180-259-300-377-463
22/10/2014,3-12-11-14-523,162-241-324-389-523
22/10/2014,3-12-11-14-523,162-241-324-389-523
22/10/2014,3-15-11-10-523,162-259-324-365-523
22/10/2014,3-17-9-11-523,162-271-312-371-523
22/10/2014,3-24-22-10-523,162-313-390-365-523
22/10/2014,4-15-12-0-490,171-259-330-0-490
23/10/2014,3-12-11-9-523,162-241-324-359-523
23/10/2014,3-24-13-10-523,162-313-336-365-523
23/10/2014,3-9-9-11-523,162-223-312-371-523
23/10/2014,4-13-6-0-463,171-247-294-0-463
23/10/2014,4-15-10-0-490,171-259-318-0-490
24/10/2014,3-12-10-11-523,162-241-318-371-523
24/10/2014,3-12-11-9-523,162-241-324-359-523
24/10/2014,3-12-12-9-523,162-241-330-359-523
24/10/2014,3-12-15-12-523,162-241-348-377-523
24/10/2014,4-15-11-0-490,171-259-324-0-490
24/10/2014,4-15-12-0-490,171-259-330-0-490
25/10/2014,3-12-12-9-523,162-241-330-359-523
25/10/2014,3-13-13-14-523,162-247-336-389-523
25/10/2014,3-17-11-10-523,162-271-324-365-523
26/10/2014,3-10-14-10-496,162-229-342-365-496
26/10/2014,3-9-9-12-523,162-223-312-377-523
26/10/2014,4-15-10-0-490,171-259-318-0-490
27/10/2014,3-11-10-11-523,162-235-318-371-523
27/10/2014,3-12-12-9-523,162-241-330-359-523
27/10/2014,3-12-12-9-523,162-241-330-359-523
27/10/2014,3-12-14-9-523,162-241-342-359-523
27/10/2014,3-14-15-6-523,162-253-348-341-523
27/10/2014,3-24-13-10-523,162-313-336-365-523
27/10/2014,3-9-7-11-523,162-223-300-371-523
27/10/2014,3-9-9-12-523,162-223-312-377-523
28/10/2014,3-11-10-11-523,162-235-318-371-523
28/10/2014,3-12-12-9-523,162-241-330-359-523
28/10/2014,3-15-11-10-523,162-259-324-365-523
28/10/2014,3-17-11-10-523,162-271-324-365-523
28/10/2014,3-9-7-12-523,162-223-300-377-523
28/10/2014,3-9-9-12-523,162-223-312-377-523
28/10/2014,4-15-10-0-490,171-259-318-0-490
29/10/2014,3-12-10-12-523,162-241-318-377-523
29/10/2014,3-12-10-15-523,162-241-318-395-523
29/10/2014,3-12-11-14-523,162-241-324-389-523
29/10/2014,4-13-9-0-490,171-247-312-0-490
29/10/2014,4-15-12-0-490,171-259-330-0-490
30/10/2014,3-10-7-11-523,162-229-300-371-523
30/10/2014,3-12-12-9-523,162-241-330-359-523
30/10/2014,3-12-12-9-523,162-241-330-359-523
30/10/2014,3-17-9-11-523,162-271-312-371-523
30/10/2014,3-18-9-12-523,162-277-312-377-523
30/10/2014,3-24-16-11-523,162-313-354-371-523
30/10/2014,3-9-9-12-523,162-223-312-377-523
30/10/2014,3-9-9-12-523,162-223-312-377-523
30/10/2014,5-14-8-9-490,180-253-306-359-490
31/10/2014,3-10-15-11-496,162-229-348-371-496
31/10/2014,3-10-7-11-523,162-229-300-371-523
31/10/2014,3-10-7-11-523,162-229-300-371-523
31/10/2014,3-12-12-9-523,162-241-330-359-523
31/10/2014,4-13-14-0-490,171-247-342-0-490
1/11/2014,3-12-11-14-523,162-241-324-389-523
1/11/2014,3-17-9-11-523,162-271-312-371-523
2/11/2014,3-14-11-10-523,162-253-324-365-523
2/11/2014,3-25-13-10-523,162-319-336-365-523
3/11/2014,3-12-12-9-523,162-241-330-359-523
3/11/2014,3-13-12-9-523,162-247-330-359-523
3/11/2014,3-16-14-9-523,162-265-342-359-523
3/11/2014,3-9-7-12-523,162-223-300-377-523
