Date Collected,MLVA Type,MLVA Loci Size
2/05/2008,4-13-10-0-490,171-247-318-0-490
3/05/2008,3-12-9-10-550,162-241-312-365-550
3/05/2008,3-12-9-10-550,162-241-312-365-550
4/05/2008,3-10-14-11-496,162-229-342-371-496
4/05/2008,3-12-10-12-523,162-241-318-377-523
4/05/2008,3-12-9-10-550,162-241-312-365-550
4/05/2008,3-12-9-10-550,162-241-312-365-550
4/05/2008,3-9-8-13-523,162-223-306-383-523
5/05/2008,3-10-8-9-523,162-229-306-359-523
5/05/2008,3-12-9-10-550,162-241-312-365-550
5/05/2008,3-12-9-10-550,162-241-312-365-550
5/05/2008,3-12-9-10-550,162-241-312-365-550
5/05/2008,3-12-9-10-550,162-241-312-365-550
5/05/2008,3-12-9-10-550,162-241-312-365-550
5/05/2008,3-12-9-10-550,162-241-312-365-550
5/05/2008,3-17-17-11-523,162-271-360-371-523
6/05/2008,3-0-11-7-523,162-0-324-347-523
6/05/2008,3-12-10-12-523,162-241-318-377-523
6/05/2008,3-12-9-10-550,162-241-312-365-550
6/05/2008,3-12-9-10-550,162-241-312-365-550
6/05/2008,3-12-9-10-550,162-241-312-365-550
6/05/2008,3-12-9-10-550,162-241-312-365-550
6/05/2008,3-12-9-10-550,162-241-312-365-550
6/05/2008,3-12-9-10-550,162-241-312-365-550
6/05/2008,3-15-10-10-523,162-259-318-365-523
6/05/2008,3-18-16-13-523,162-277-354-383-523
6/05/2008,5-22-9-9-490,180-301-312-359-490
7/05/2008,3-10-14-11-496,162-229-342-371-496
7/05/2008,3-10-14-11-496,162-229-342-371-496
7/05/2008,3-10-14-11-496,162-229-342-371-496
7/05/2008,3-12-10-12-523,162-241-318-377-523
7/05/2008,3-12-9-10-550,162-241-312-365-550
7/05/2008,3-12-9-10-550,162-241-312-365-550
7/05/2008,3-12-9-10-550,162-241-312-365-550
7/05/2008,3-12-9-10-550,162-241-312-365-550
7/05/2008,3-13-9-10-523,162-247-312-365-523
7/05/2008,3-14-11-13-523,162-253-324-383-523
7/05/2008,3-14-11-13-523,162-253-324-383-523
7/05/2008,4-16-12-21-517,171-265-330-431-517
8/05/2008,3-10-14-11-496,162-229-342-371-496
8/05/2008,3-10-14-11-496,162-229-342-371-496
8/05/2008,3-10-14-11-496,162-229-342-371-496
8/05/2008,3-10-14-11-496,162-229-342-371-496
8/05/2008,3-10-8-9-523,162-229-306-359-523
8/05/2008,3-9-7-13-523,162-223-300-383-523
8/05/2008,3-9-8-12-523,162-223-306-377-523
8/05/2008,4-11-0-0-490,171-235-0-0-490
9/05/2008,3-10-14-11-496,162-229-342-371-496
9/05/2008,3-10-8-9-523,162-229-306-359-523
9/05/2008,3-12-9-10-550,162-241-312-365-550
9/05/2008,3-15-0-0-517,162-259-0-0-517
10/05/2008,3-10-14-11-496,162-229-342-371-496
10/05/2008,3-12-9-10-550,162-241-312-365-550
10/05/2008,3-13-14-10-523,162-247-342-365-523
10/05/2008,3-17-16-13-523,162-271-354-383-523
10/05/2008,4-16-10-0-517,171-265-318-0-517
11/05/2008,3-10-14-11-496,162-229-342-371-496
11/05/2008,4-16-0-0-463,171-265-0-0-463
12/05/2008,3-10-14-11-496,162-229-342-371-496
12/05/2008,3-11-7-13-523,162-235-300-383-523
12/05/2008,3-12-9-10-550,162-241-312-365-550
12/05/2008,3-12-9-10-550,162-241-312-365-550
12/05/2008,3-12-9-11-532,162-241-312-371-523
12/05/2008,3-13-8-11-523,162-247-306-371-523
13/05/2008,3-14-11-13-523,162-253-324-383-523
13/05/2008,3-17-16-0-523,162-271-354-0-523
13/05/2008,3-9-8-12-523,162-223-306-377-523
13/05/2008,4-13-12-0-490,171-247-330-0-490
13/05/2008,4-14-11-0-490,171-253-324-0-490
14/05/2008,3-10-14-11-496,162-229-342-371-496
14/05/2008,3-10-14-11-496,162-229-342-371-496
14/05/2008,3-10-14-11-496,162-229-342-371-496
14/05/2008,3-12-9-10-550,162-241-312-365-550
14/05/2008,3-14-11-13-523,162-253-324-383-523
14/05/2008,3-9-9-12-523,162-223-312-377-523
15/05/2008,3-10-14-11-496,162-229-342-371-496
15/05/2008,3-12-10-10-550,162-241-318-365-550
15/05/2008,3-12-12-14-523,162-241-330-389-523
15/05/2008,3-17-16-0-523,162-271-354-0-523
16/05/2008,3-12-10-12-523,162-241-318-377-523
16/05/2008,3-12-9-10-550,162-241-312-365-550
17/05/2008,3-12-9-10-550,162-241-312-365-550
17/05/2008,5-16-13-10-490,180-265-336-365-490
19/05/2008,3-10-8-9-523,162-229-306-359-523
19/05/2008,3-16-17-13-523,162-265-360-383-523
20/05/2008,3-13-14-10-523,162-247-342-365-523
20/05/2008,3-9-7-13-523,162-223-300-383-523
20/05/2008,3-9-8-12-523,162-223-306-377-523
21/05/2008,3-11-7-12-523,162-235-300-377-523
21/05/2008,3-12-9-10-550,162-241-312-365-550
21/05/2008,3-9-7-13-523,162-223-300-383-523
21/05/2008,5-16-13-10-490,180-265-336-365-490
22/05/2008,3-10-15-9-523,162-229-348-359-523
22/05/2008,3-12-10-12-523,162-241-318-377-523
22/05/2008,3-12-9-11-550,162-241-312-371-550
23/05/2008,3-10-14-11-496,162-229-342-371-496
23/05/2008,3-12-9-10-550,162-241-312-365-550
26/05/2008,3-10-9-9-523,162-229-312-359-523
26/05/2008,3-11-9-10-523,162-235-312-365-523
27/05/2008,3-12-9-11-523,162-241-312-371-523
27/05/2008,3-17-16-13-523,162-271-354-383-523
27/05/2008,3-18-16-14-523,162-277-354-389-523
27/05/2008,6-11-15-12-490,189-235-348-377-490
28/05/2008,3-10-14-11-496,162-229-342-371-496
29/05/2008,3-10-14-11-496,162-229-342-371-496
29/05/2008,5-14-14-12-490,180-253-342-377-490
31/05/2008,3-10-11-11-496,162-229-324-371-496
31/05/2008,3-12-9-10-550,162-241-312-365-550
1/06/2008,4-12-0-0-463,171-241-0-0-463
2/06/2008,3-11-10-8-523,162-235-318-353-523
2/06/2008,3-12-9-10-550,162-241-312-365-550
2/06/2008,3-26-16-7-430,162-325-354-347-430
3/06/2008,3-10-14-11-496,162-229-342-371-496
3/06/2008,3-17-16-0-523,162-271-354-0-523
3/06/2008,3-9-7-13-523,162-223-300-383-523
3/06/2008,3-9-7-13-523,162-223-300-383-523
4/06/2008,3-10-14-11-496,162-229-342-371-496
4/06/2008,3-9-7-13-523,162-223-300-383-523
5/06/2008,4-17-10-0-517,171-271-318-0-517
6/06/2008,3-10-14-11-496,162-229-342-371-496
6/06/2008,3-26-12-11-523,162-325-330-371-523
7/06/2008,3-12-10-12-523,162-241-318-377-523
8/06/2008,3-14-13-6-523,162-253-336-341-523
10/06/2008,3-10-14-11-496,162-229-342-371-496
10/06/2008,3-10-9-9-523,162-229-312-359-523
11/06/2008,3-10-9-9-523,162-229-312-359-523
12/06/2008,4-17-10-0-517,171-271-318-0-517
13/06/2008,3-10-14-11-496,162-229-342-371-496
13/06/2008,3-10-14-11-496,162-229-342-371-496
13/06/2008,5-15-14-11-490,180-259-342-371-490
14/06/2008,3-10-14-11-496,162-229-342-371-496
14/06/2008,3-10-14-11-496,162-229-342-371-496
14/06/2008,3-10-14-11-496,162-229-342-371-496
15/06/2008,3-10-14-11-496,162-229-342-371-496
15/06/2008,3-16-16-13-523,162-265-354-383-523
16/06/2008,3-10-14-11-496,162-229-342-371-496
16/06/2008,4-15-10-0-490,171-259-318-0-490
18/06/2008,3-10-14-11-496,162-229-342-371-496
18/06/2008,3-10-14-11-496,162-229-342-371-496
19/06/2008,3-11-5-10-523,162-235-288-365-523
20/06/2008,3-13-8-11-523,162-247-306-371-523
21/06/2008,3-15-0-0-517,162-259-0-0-517
22/06/2008,3-13-15-9-523,162-247-348-359-523
23/06/2008,3-12-9-10-550,162-241-312-365-550
23/06/2008,4-13-11-0-490,171-247-324-0-490
24/06/2008,5-14-14-12-490,180-253-342-377-490
25/06/2008,3-9-7-12-523,162-223-300-377-523
25/06/2008,3-9-7-12-523,162-223-300-377-523
26/06/2008,3-12-9-10-550,162-241-312-365-550
26/06/2008,3-12-9-10-550,162-241-312-365-550
26/06/2008,3-14-13-6-523,162-253-336-341-523
26/06/2008,3-9-7-12-523,162-223-300-377-523
27/06/2008,3-10-14-11-496,162-229-342-371-496
27/06/2008,3-12-9-10-550,162-241-312-365-550
27/06/2008,3-9-8-12-523,162-223-306-377-523
28/06/2008,3-9-7-12-523,162-223-300-377-523
1/07/2008,3-16-12-12-523,162-265-330-377-523
1/07/2008,4-10-13-0-544,171-229-336-0-544
2/07/2008,3-10-13-11-496,162-229-336-371-496
2/07/2008,3-13-11-7-523,162-247-324-347-523
3/07/2008,3-12-12-11-523,162-241-330-371-523
3/07/2008,3-9-7-12-523,162-223-300-377-523
3/07/2008,3-9-7-13-523,162-223-300-383-523
3/07/2008,4-10-17-0-544,171-229-360-0-544
6/07/2008,3-10-14-11-496,162-229-342-371-496
7/07/2008,3-12-9-10-550,162-241-312-365-550
7/07/2008,3-9-7-13-523,162-223-300-383-523
8/07/2008,3-10-14-11-496,162-229-342-371-496
8/07/2008,3-10-14-11-496,162-229-342-371-496
8/07/2008,3-10-9-9-523,162-229-312-359-523
8/07/2008,3-13-8-11-523,162-247-306-371-523
9/07/2008,3-9-7-13-523,162-223-300-383-523
10/07/2008,3-17-16-13-523,162-271-354-383-523
10/07/2008,4-10-13-0-544,171-229-336-0-544
11/07/2008,3-10-14-11-496,162-229-342-371-496
11/07/2008,3-10-14-11-496,162-229-342-371-496
11/07/2008,5-15-14-11-490,180-259-342-371-490
12/07/2008,4-10-13-0-544,171-229-336-0-544
13/07/2008,3-12-9-10-550,162-241-312-365-550
13/07/2008,4-10-13-0-544,171-229-336-0-544
14/07/2008,3-10-14-11-496,162-229-342-371-496
14/07/2008,3-13-8-11-523,162-247-306-371-523
14/07/2008,3-8-7-11-523,162-217-300-371-523
14/07/2008,3-9-7-13-523,162-223-300-383-523
14/07/2008,3-9-7-13-523,162-223-300-383-523
14/07/2008,3-9-7-14-523,162-223-300-389-523
14/07/2008,3-9-8-12-523,162-223-306-377-523
14/07/2008,3-9-8-12-523,162-223-306-377-523
15/07/2008,3-13-11-11-523,162-247-324-371-523
16/07/2008,3-10-14-11-496,162-229-342-371-496
16/07/2008,3-12-9-10-550,162-241-312-365-550
16/07/2008,3-9-7-13-523,162-223-300-383-523
17/07/2008,3-27-16-11-523,162-331-354-371-523
18/07/2008,3-10-14-11-496,162-229-342-371-496
19/07/2008,3-10-10-9-523,162-229-318-359-523
19/07/2008,3-10-8-9-523,162-229-306-359-523
19/07/2008,3-13-8-11-523,162-247-306-371-523
20/07/2008,3-10-9-9-523,162-229-312-359-523
20/07/2008,4-13-10-0-490,171-247-318-0-490
20/07/2008,6-14-18-12-490,189-253-366-377-490
21/07/2008,3-10-14-11-496,162-229-342-371-496
21/07/2008,3-12-9-10-550,162-241-312-365-550
21/07/2008,3-9-8-12-523,162-223-306-377-523
21/07/2008,4-14-12-0-490,171-253-330-0-490
22/07/2008,3-10-13-9-523,162-229-336-359-523
22/07/2008,3-10-13-9-523,162-229-336-359-523
22/07/2008,3-10-14-11-496,162-229-342-371-496
22/07/2008,3-10-14-11-496,162-229-342-371-496
22/07/2008,3-12-10-12-523,162-241-318-377-523
22/07/2008,3-24-18-12-523,162-313-366-377-523
22/07/2008,3-9-8-12-523,162-223-306-377-523
23/07/2008,3-9-8-12-523,162-223-306-377-523
23/07/2008,5-14-9-9-490,180-253-312-359-490
24/07/2008,3-10-8-9-523,162-229-306-359-523
24/07/2008,3-23-20-15-457,162-307-378-395-457
24/07/2008,3-25-19-11-523,162-319-372-371-523
25/07/2008,3-10-14-11-496,162-229-342-371-496
25/07/2008,3-10-14-11-496,162-229-342-371-496
25/07/2008,3-10-14-11-496,162-229-342-371-496
25/07/2008,3-10-14-11-496,162-229-342-371-496
25/07/2008,3-10-8-9-523,162-229-306-359-523
25/07/2008,3-11-11-15-523,162-235-324-395-523
25/07/2008,3-13-11-7-523,162-247-324-347-523
27/07/2008,3-10-14-11-496,162-229-342-371-496
27/07/2008,3-10-9-9-523,162-229-312-359-523
28/07/2008,3-10-15-11-496,162-229-348-371-496
28/07/2008,3-12-12-11-523,162-241-330-371-523
29/07/2008,3-10-8-9-523,162-229-306-359-523
30/07/2008,3-10-14-11-496,162-229-342-371-496
30/07/2008,3-10-14-11-496,162-229-342-371-496
30/07/2008,3-12-9-10-550,162-241-312-365-550
30/07/2008,3-23-20-15-457,162-307-378-395-457
30/07/2008,3-9-7-12-523,162-223-300-377-523
31/07/2008,3-10-14-11-496,162-229-342-371-496
1/08/2008,3-10-14-11-496,162-229-342-371-496
2/08/2008,3-10-14-11-496,162-229-342-371-496
3/08/2008,4-12-12-0-490,171-241-330-0-490
4/08/2008,3-12-10-12-523,162-241-318-377-523
5/08/2008,3-10-14-11-496,162-229-342-371-496
5/08/2008,3-10-9-9-523,162-229-312-359-523
5/08/2008,3-9-7-12-523,162-223-300-377-523
5/08/2008,4-10-13-0-544,171-229-336-0-544
5/08/2008,4-16-13-0-517,171-265-336-0-517
6/08/2008,3-10-9-9-523,162-229-312-359-523
6/08/2008,3-13-8-11-523,162-247-306-371-523
6/08/2008,4-16-16-22-517,171-265-354-437-517
7/08/2008,3-10-9-9-523,162-229-312-359-523
7/08/2008,3-10-9-9-523,162-229-312-359-523
7/08/2008,3-10-9-9-523,162-229-312-359-523
7/08/2008,3-9-7-12-523,162-223-300-377-523
7/08/2008,3-9-8-12-523,162-223-306-377-523
8/08/2008,3-10-14-11-496,162-229-342-371-496
8/08/2008,3-10-9-9-523,162-229-312-359-523
8/08/2008,3-11-10-8-523,162-235-318-353-523
8/08/2008,3-9-7-12-523,162-223-300-377-523
8/08/2008,3-9-7-13-523,162-223-300-383-523
8/08/2008,4-13-0-0-463,171-247-0-0-463
9/08/2008,3-11-10-8-523,162-235-318-353-523
9/08/2008,3-11-10-8-523,162-235-318-353-523
10/08/2008,3-10-14-11-496,162-229-342-371-496
11/08/2008,3-9-7-13-523,162-223-300-383-523
12/08/2008,3-10-8-12-523,162-229-306-377-523
12/08/2008,3-10-9-9-523,162-229-312-359-523
12/08/2008,3-10-9-9-523,162-229-312-359-523
12/08/2008,3-9-7-12-523,162-223-300-377-523
13/08/2008,3-10-14-11-496,162-229-342-371-496
13/08/2008,3-10-8-12-523,162-229-306-377-523
13/08/2008,3-10-8-12-523,162-229-306-377-523
13/08/2008,3-26-16-7-430,162-325-354-347-430
13/08/2008,3-26-16-7-430,162-325-354-347-430
13/08/2008,3-9-7-13-523,162-223-300-383-523
14/08/2008,3-9-7-13-523,162-223-300-383-523
15/08/2008,3-10-9-9-523,162-229-312-359-523
15/08/2008,3-17-16-13-523,162-271-354-383-523
16/08/2008,3-17-16-13-523,162-271-354-383-523
18/08/2008,3-13-15-9-523,162-247-348-359-523
19/08/2008,3-10-14-11-496,162-229-342-371-496
19/08/2008,3-11-10-8-523,162-235-318-353-523
19/08/2008,3-12-11-12-523,162-241-324-377-523
19/08/2008,3-9-7-13-523,162-223-300-383-523
20/08/2008,3-12-9-10-550,162-241-312-365-550
21/08/2008,3-9-7-14-523,162-223-300-389-523
21/08/2008,4-14-12-0-490,171-253-330-3-490
22/08/2008,3-10-14-11-496,162-229-342-371-496
23/08/2008,3-10-14-11-496,162-229-342-371-496
23/08/2008,3-10-8-9-523,162-229-306-359-523
23/08/2008,3-12-10-13-523,162-241-318-383-523
25/08/2008,3-10-14-11-496,162-229-342-371-496
25/08/2008,3-11-8-8-523,162-235-306-353-523
25/08/2008,4-13-14-0-517,171-247-342-0-517
26/08/2008,3-10-14-11-496,162-229-342-371-496
26/08/2008,3-9-7-14-523,162-223-300-389-523
27/08/2008,3-9-7-14-523,162-223-300-389-523
27/08/2008,4-16-12-0-517,171-265-330-0-517
28/08/2008,3-12-10-12-523,162-241-318-377-523
29/08/2008,4-15-11-0-490,171-259-324-0-490
1/09/2008,3-10-14-11-496,162-229-342-371-496
1/09/2008,4-15-11-0-490,171-259-324-0-490
3/09/2008,3-11-10-8-523,162-235-318-353-523
3/09/2008,3-12-10-12-523,162-241-318-377-523
4/09/2008,3-10-14-11-496,162-229-342-371-496
4/09/2008,3-10-7-9-523,162-229-300-359-523
4/09/2008,3-9-7-14-523,162-223-300-389-523
4/09/2008,3-9-7-14-523,162-223-300-389-523
5/09/2008,3-10-14-11-496,162-229-342-371-496
5/09/2008,3-12-9-12-523,162-241-312-377-523
8/09/2008,3-10-14-11-496,162-229-342-371-496
8/09/2008,3-10-14-11-496,162-229-342-371-496
9/09/2008,4-16-16-22-517,171-265-354-437-517
10/09/2008,3-10-9-9-523,162-229-312-359-523
10/09/2008,4-15-11-0-490,171-259-324-0-490
10/09/2008,5-14-9-9-490,180-253-312-359-490
11/09/2008,3-10-14-11-496,162-229-342-371-496
11/09/2008,3-13-11-12-523,162-247-324-377-523
11/09/2008,3-16-0-0-517,162-265-0-0-517
12/09/2008,3-10-9-9-523,162-229-312-359-523
14/09/2008,3-9-8-12-523,162-223-306-377-523
15/09/2008,3-9-8-12-523,162-223-306-377-523
16/09/2008,3-10-11-14-523,162-229-324-389-523
16/09/2008,3-10-9-9-523,162-229-312-359-523
16/09/2008,3-16-13-12-523,162-265-336-377-523
16/09/2008,5-14-9-9-490,180-253-312-359-490
17/09/2008,3-10-14-11-496,162-229-342-371-496
17/09/2008,4-15-11-0-490,171-259-324-0-490
19/09/2008,3-12-9-12-523,162-241-312-377-523
19/09/2008,3-9-7-14-523,162-223-300-389-523
20/09/2008,3-12-9-10-550,162-241-312-365-550
22/09/2008,3-10-14-11-496,162-229-342-371-496
22/09/2008,3-10-14-11-496,162-229-342-371-496
22/09/2008,3-10-9-9-523,162-229-312-359-523
22/09/2008,3-9-8-12-523,162-223-306-377-523
22/09/2008,3-9-8-12-523,162-223-306-377-523
24/09/2008,3-10-14-11-496,162-229-342-371-496
24/09/2008,3-10-9-9-523,162-229-312-359-523
24/09/2008,3-11-10-8-523,162-235-318-353-523
24/09/2008,3-26-14-11-523,162-325-342-371-523
25/09/2008,3-24-18-12-523,162-313-366-377-523
25/09/2008,4-12-9-12-523,171-241-312-377-523
26/09/2008,3-10-14-11-496,162-229-342-371-496
26/09/2008,3-9-7-13-523,162-223-300-383-523
27/09/2008,5-14-9-9-490,180-253-312-359-490
28/09/2008,3-10-7-12-523,162-229-300-377-523
28/09/2008,5-14-9-9-490,180-253-312-359-490
29/09/2008,3-10-14-11-496,162-229-342-371-496
29/09/2008,5-14-9-9-490,180-253-312-359-490
29/09/2008,5-14-9-9-490,180-253-312-359-490
3/10/2008,3-9-17-11-523,162-223-360-371-523
4/10/2008,3-11-11-8-523,162-235-324-353-523
5/10/2008,3-10-9-9-523,162-229-312-359-523
5/10/2008,3-11-10-8-523,162-235-318-353-523
7/10/2008,3-22-12-12-523,162-301-330-377-523
9/10/2008,3-10-14-11-496,162-229-342-371-496
9/10/2008,3-10-9-9-523,162-229-312-359-523
9/10/2008,3-22-12-12-523,162-301-330-377-523
9/10/2008,5-15-21-12-490,180-259-384-377-490
10/10/2008,3-10-14-11-496,162-229-342-371-496
10/10/2008,3-11-10-8-523,162-235-318-353-523
10/10/2008,4-10-13-0-544,171-229-336-0-544
10/10/2008,4-16-12-0-517,171-265-330-0-517
11/10/2008,3-10-8-9-523,162-229-306-359-523
11/10/2008,3-11-10-8-523,162-235-318-353-523
11/10/2008,3-9-7-14-523,162-223-300-389-523
11/10/2008,3-9-8-12-523,162-223-306-377-523
13/10/2008,3-11-10-8-523,162-235-318-353-523
13/10/2008,3-11-10-8-523,162-235-318-353-523
13/10/2008,4-12-0-0-463,171-241-0-0-463
13/10/2008,4-14-12-25-517,171-253-330-455-517
14/10/2008,3-10-14-11-496,162-229-342-371-496
14/10/2008,3-10-14-11-496,162-229-342-371-496
14/10/2008,3-10-9-9-523,162-229-312-359-523
14/10/2008,3-11-10-8-523,162-235-318-353-523
14/10/2008,3-11-10-8-523,162-235-318-353-523
14/10/2008,3-9-7-13-523,162-223-300-383-523
14/10/2008,4-19-11-17-457,171-283-324-407-457
14/10/2008,5-14-9-9-490,180-253-312-359-490
14/10/2008,5-14-9-9-490,180-253-312-359-490
15/10/2008,3-9-6-13-523,162-223-294-383-523
15/10/2008,3-9-8-12-523,162-223-306-377-523
15/10/2008,3-9-8-12-523,162-223-306-377-523
15/10/2008,4-15-13-0-517,171-259-336-0-517
16/10/2008,3-12-9-10-550,162-241-312-365-550
16/10/2008,3-9-8-12-523,162-223-306-377-523
18/10/2008,3-9-8-12-523,162-223-306-377-523
18/10/2008,4-15-11-0-490,171-259-324-0-490
19/10/2008,3-13-11-10-523,162-247-324-365-523
19/10/2008,3-9-7-13-523,162-223-300-383-523
20/10/2008,3-10-13-9-523,162-229-336-359-523
20/10/2008,3-10-14-11-496,162-229-342-371-496
20/10/2008,3-12-6-10-523,162-241-294-365-523
20/10/2008,3-9-8-12-523,162-223-306-377-523
21/10/2008,3-11-10-8-523,162-235-318-353-523
21/10/2008,3-11-10-8-523,162-235-318-353-523
21/10/2008,3-9-8-12-523,162-223-306-377-523
22/10/2008,3-9-7-13-523,162-223-300-383-523
22/10/2008,4-20-8-16-457,171-289-306-401-457
23/10/2008,3-9-7-12-523,162-223-300-377-523
24/10/2008,3-10-14-11-496,162-229-342-371-496
24/10/2008,3-26-15-12-523,162-325-348-377-523
24/10/2008,4-13-9-0-490,171-247-312-0-490
25/10/2008,3-14-11-11-523,162-253-324-371-523
25/10/2008,3-16-0-0-517,162-265-0-0-517
25/10/2008,3-17-16-13-523,162-271-354-383-523
25/10/2008,3-17-16-13-523,162-271-354-383-523
26/10/2008,3-10-8-13-523,162-229-306-383-523
28/10/2008,3-17-16-13-523,162-271-354-383-523
28/10/2008,3-9-7-12-523,162-223-300-377-523
28/10/2008,3-9-8-12-523,162-223-306-377-523
29/10/2008,3-24-14-10-523,162-313-342-365-523
30/10/2008,3-9-8-12-523,162-223-306-377-523
31/10/2008,3-14-10-13-523,162-253-318-383-523
31/10/2008,3-9-7-12-523,162-223-300-377-523
31/10/2008,3-9-7-12-523,162-223-300-377-523
31/10/2008,3-9-8-12-523,162-223-306-377-523
31/10/2008,3-9-9-12-523,162-223-312-377-523
1/11/2008,5-15-9-9-490,180-259-312-359-490
3/11/2008,3-10-14-11-496,162-229-342-371-496
3/11/2008,3-11-11-15-523,162-235-324-395-523
3/11/2008,3-17-16-13-523,162-271-354-383-523
3/11/2008,3-9-7-13-523,162-223-300-383-523
3/11/2008,3-9-7-13-523,162-223-300-383-523
3/11/2008,4-13-10-0-490,171-247-318-0-490
3/11/2008,5-14-8-9-490,180-253-306-359-490
4/11/2008,3-9-7-12-523,162-223-300-377-523
4/11/2008,3-9-7-13-523,162-223-300-383-523
4/11/2008,3-9-8-12-523,162-223-306-377-523
4/11/2008,3-9-9-12-523,162-223-312-377-523
5/11/2008,3-9-7-13-523,162-223-300-383-523
5/11/2008,3-9-8-12-523,162-223-306-377-523
5/11/2008,4-14-10-13-517,171-253-318-383-517
6/11/2008,3-11-10-8-523,162-235-318-353-523
6/11/2008,3-12-12-12-523,162-241-330-377-523
6/11/2008,3-12-9-12-523,162-241-312-377-523
6/11/2008,3-17-16-13-523,162-271-354-383-523
6/11/2008,3-9-7-12-523,162-223-300-377-523
7/11/2008,3-12-12-12-523,162-241-330-377-523
7/11/2008,3-9-7-13-523,162-223-300-383-523
7/11/2008,4-20-11-0-490,171-289-324-0-490
8/11/2008,3-9-7-13-523,162-223-300-383-523
8/11/2008,3-9-8-12-523,162-223-306-377-523
9/11/2008,3-9-7-12-523,162-223-300-377-523
9/11/2008,4-14-10-0-490,171-253-318-0-490
10/11/2008,3-12-12-12-523,162-241-330-377-523
10/11/2008,3-9-7-13-523,162-223-300-383-523
10/11/2008,3-9-8-12-523,162-223-306-377-523
10/11/2008,3-9-8-12-523,162-223-306-377-523
11/11/2008,3-12-13-12-523,162-241-336-377-523
11/11/2008,3-13-11-12-523,162-247-324-377-523
11/11/2008,3-9-8-12-523,162-223-306-377-523
12/11/2008,10-19-0-0-490,225-283-0-0-490
12/11/2008,3-16-13-12-523,162-265-336-377-523
12/11/2008,3-9-8-12-523,162-223-306-377-523
12/11/2008,3-9-8-12-523,162-223-306-377-523
12/11/2008,4-13-10-0-490,171-247-318-0-490
13/11/2008,3-10-14-11-496,162-229-342-371-496
13/11/2008,3-12-8-14-523,162-241-306-389-523
13/11/2008,3-16-12-11-523,162-265-330-371-523
13/11/2008,3-16-12-12-523,162-265-330-377-523
13/11/2008,3-16-13-12-523,162-265-336-377-523
13/11/2008,3-9-7-12-523,162-223-300-377-523
13/11/2008,3-9-7-13-523,162-223-300-383-523
14/11/2008,3-10-14-11-496,162-229-342-371-496
14/11/2008,3-11-14-11-496,162-235-342-371-496
14/11/2008,3-12-9-12-523,162-241-312-377-523
14/11/2008,3-9-7-13-523,162-223-300-383-523
14/11/2008,3-9-8-12-523,162-223-306-377-523
15/11/2008,3-14-11-10-523,162-253-324-365-523
15/11/2008,3-9-8-12-523,162-223-306-377-523
15/11/2008,5-14-9-9-490,180-253-312-359-490
16/11/2008,3-9-7-13-523,162-223-300-383-523
17/11/2008,3-9-7-13-523,162-223-300-383-523
17/11/2008,3-9-7-13-523,162-223-300-383-523
17/11/2008,3-9-7-13-523,162-223-300-383-523
18/11/2008,3-10-14-11-496,162-229-342-371-496
18/11/2008,3-12-12-12-523,162-241-330-377-523
18/11/2008,3-14-8-11-523,162-253-306-371-523
18/11/2008,3-9-7-12-523,162-223-300-377-523
18/11/2008,3-9-7-13-523,162-223-300-383-523
18/11/2008,3-9-7-13-523,162-223-300-383-523
18/11/2008,3-9-8-12-523,162-223-306-377-523
18/11/2008,5-16-13-10-490,180-265-336-365-490
19/11/2008,3-17-16-13-523,162-271-354-383-523
19/11/2008,3-9-7-13-523,162-223-300-383-523
20/11/2008,3-9-7-12-523,162-223-300-377-523
21/11/2008,3-9-7-13-523,162-223-300-383-523
21/11/2008,5-16-13-10-490,180-265-336-365-490
22/11/2008,3-9-7-13-523,162-223-300-383-523
22/11/2008,3-9-7-13-523,162-223-300-383-523
22/11/2008,3-9-7-13-523,162-223-300-383-523
24/11/2008,3-14-11-10-523,162-253-324-365-523
24/11/2008,3-15-11-9-523,162-259-324-359-523
24/11/2008,3-24-15-10-523,162-313-348-365-523
24/11/2008,3-9-7-13-523,162-223-300-383-523
24/11/2008,3-9-7-13-523,162-223-300-383-523
25/11/2008,3-17-16-13-523,162-271-354-383-523
25/11/2008,3-26-15-11-523,162-325-348-371-523
